Project,tool,file_old,line_old,file_new,line_new,threshhold,version_altered,date_altered,day,type,subtype,type,subtype
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plMessage/plLoadAgeMsg.cpp,59, Sources/Plasma/PubUtilLib/plMessage/plLoadAgeMsg.cpp,60   -   ,0.684210526, ecda98b48c5bc296ad8f1befa66a8d3b47e99610,1460313132,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plModifier/plCloneSpawnModifier.cpp,92, Sources/Plasma/PubUtilLib/plModifier/plCloneSpawnModifier.cpp,80   -   ,0.625, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plNetClient/plNetCliAgeJoiner.cpp,248, Sources/Plasma/PubUtilLib/plNetClient/plNetCliAgeJoiner.cpp,262   -   ,0.65, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plNetClient/plNetClientMgr.cpp,1071, Sources/Plasma/PubUtilLib/plNetClient/plNetClientMgr.cpp,1021   -   ,0.676923077, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plNetGameLib/Private/plNglAuth.cpp,985, Sources/Plasma/PubUtilLib/plNetGameLib/Private/plNglAuth.cpp,986   -   ,0.733333333, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plNetGameLib/Private/plNglAuth.cpp,1043, Sources/Plasma/PubUtilLib/plNetGameLib/Private/plNglAuth.cpp,1044   -   ,0.733333333, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plResMgr/plLocalization.cpp,96, Sources/Plasma/PubUtilLib/plResMgr/plLocalization.cpp,106   -   ,0.689189189, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plResMgr/plResManager.cpp,538, Sources/Plasma/PubUtilLib/plResMgr/plResManager.cpp,516   -   ,0.779220779, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plResMgr/plResManager.cpp,1584, Sources/Plasma/PubUtilLib/plResMgr/plResManager.cpp,1564   -   ,0.692307692, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxComponent/plAudioComponents.cpp,603, Sources/Tools/MaxComponent/plAudioComponents.cpp,602   -   ,0.773333333, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxComponent/plGUIComponents.cpp,1473, Sources/Tools/MaxComponent/plGUIComponents.cpp,1473   -   ,0.678571429, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxComponent/plMiscComponents.cpp,262, Sources/Tools/MaxComponent/plMiscComponents.cpp,271   -   ,0.684210526, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxComponent/plMiscComponents.cpp,572, Sources/Tools/MaxComponent/plMiscComponents.cpp,580   -   ,0.571428571, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxComponent/plMiscComponents.cpp,715, Sources/Tools/MaxComponent/plMiscComponents.cpp,715   -   ,0.555555556, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxConvert/hsConverterUtils.cpp,243, Sources/Tools/MaxConvert/hsConverterUtils.cpp,242   -   ,0.776119403, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxConvert/hsConverterUtils.cpp,260, Sources/Tools/MaxConvert/hsConverterUtils.cpp,257   -   ,0.6, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxConvert/hsMaterialConverter.cpp,1991, Sources/Tools/MaxConvert/hsMaterialConverter.cpp,1982   -   ,0.789473684, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxConvert/plBitmapCreator.cpp,525, Sources/Tools/MaxConvert/plBitmapCreator.cpp,521   -   ,0.781818182, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxExport/plExportDlg.cpp,65, Sources/Tools/MaxExport/plExportDlg.cpp,74   -   ,0.555555556, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxExport/plExportDlg.cpp,115, Sources/Tools/MaxExport/plExportDlg.cpp,127   -   ,0.285714286, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxExport/plExportDlg.cpp,338, Sources/Tools/MaxExport/plExportDlg.cpp,342   -   ,0.210526316, ece2b3d4405e0dd7489ec1f845f1760147c8fac5,1359433381,252,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxExport/SimpleExport.cpp,269, Sources/Tools/MaxExport/SimpleExport.cpp,254   -   ,0.75, ece2b3d4405e0dd7489ec1f845f1760147c8fac5,1359433381,252,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxExport/SimpleExport.cpp,326, Sources/Tools/MaxExport/SimpleExport.cpp,308   -   ,0.75, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plAgeDescInterface.cpp,848, Sources/Tools/MaxMain/plAgeDescInterface.cpp,848   -   ,0.617021277, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1026, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1031   -   ,0.578947368, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1035, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1041   -   ,0.7, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1067, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1071   -   ,0.784313725, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1213, Sources/Tools/MaxMain/plAgeDescInterface.cpp,1216   -   ,0.66, a3ff4c0f9d7d57bb1df803fdd4977b830d26d7b1,1460347381,1420,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plMaxCFGFile.cpp,104, Sources/Tools/MaxMain/plMaxCFGFile.cpp,98   -   ,0.121212121, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plMaxMenu.cpp,328, Sources/Tools/MaxMain/plMaxMenu.cpp,327   -   ,0.285714286, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plPythonMgr.cpp,603, Sources/Tools/MaxMain/plPythonMgr.cpp,605   -   ,0.729166667, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Tools/MaxMain/plPythonMgr.cpp,608, Sources/Tools/MaxMain/plPythonMgr.cpp,609   -   ,0.735294118, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Buffer Overflow,,
H-uru/Plasma, RATS, Sources/Plasma/Apps/plPageInfo/plPageInfo.cpp,252, Sources/Plasma/Apps/plPageInfo/plPageInfo.cpp,242   -   243   -   ,0.45, 6e564476b77b14d743c63d941c99ae988a892ccc 4513e3726a54fa0ef85cbe46d267e026765b2882,1358718434,244,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/CoreLib/hsMemory.cpp,719, Sources/Plasma/CoreLib/hsMemory.cpp,669   -   ,0.326923077, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/CoreLib/hsMemory.cpp,809, Sources/Plasma/CoreLib/hsMemory.cpp,759   -   ,0.307692308, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfAvatarConsoleCommands.cpp,247, Sources/Plasma/FeatureLib/pfConsole/pfAvatarConsoleCommands.cpp,253   -   ,0.202020202, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfAvatarConsoleCommands.cpp,259, Sources/Plasma/FeatureLib/pfConsole/pfAvatarConsoleCommands.cpp,263   -   ,0.2875, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfAvatarConsoleCommands.cpp,481, Sources/Plasma/FeatureLib/pfConsole/pfAvatarConsoleCommands.cpp,483   -   ,0.185840708, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,293, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,316   -   ,0.352112676, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,294, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,317   -   ,0.274336283, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,316, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,337   -   ,0.178947368, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,759, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,572   -   ,0.363636364, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,799, Sources/Plasma/FeatureLib/pfConsole/pfConsole.cpp,610   -   ,0.363636364, dd35878465f1ced0caf2a589b2160f2a895d4fff,1359758386,256,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfConsoleCommands.cpp,7017, Sources/Plasma/FeatureLib/pfConsole/pfConsoleCommands.cpp,6857   -   ,0.75, 2531dba66c4d6d4225c3069511206145ebceb44a,1343166043,64,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsole/pfGameConsoleCommands.cpp,159, Sources/Plasma/FeatureLib/pfConsole/pfGameConsoleCommands.cpp,128   -   ,0.765432099, 2d8d42759d3df92e8af88f28ec1c8adc603a07b6,1386384663,564,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,157, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,155   -   ,0.421875, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,162, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,159   -   ,0.457627119, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,174, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,170   -   ,0.402777778, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,190, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,185   -   ,0.35443038, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,192, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,186   -   ,0.482758621, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,194, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,187   -   ,0.4, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,282, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,265   -   266   -   ,0.683673469, 6f6ade26361ef590f912df9f42b3daf63d951b1c 6f6ade26361ef590f912df9f42b3daf63d951b1c,1358485701,241,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,391, Sources/Plasma/FeatureLib/pfConsoleCore/pfConsoleEngine.cpp,373   -   ,0.402985075, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/cyAvatar.cpp,1277, Sources/Plasma/FeatureLib/pfPython/cyAvatar.cpp,1274   -   ,0.234234234, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/cyMisc.cpp,909, Sources/Plasma/FeatureLib/pfPython/cyMisc.cpp,954   -   ,0.382352941, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/cyPythonInterface.cpp,1991, Sources/Plasma/FeatureLib/pfPython/cyPythonInterface.cpp,1751   -   ,0.339622642, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,439, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,428   -   ,0.615384615, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,465, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,451   -   ,0.261261261, a783642515a74793122b8a9b5af7a0a82a2c2c42,1389468825,600,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,480, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,466   -   ,0.302083333, a783642515a74793122b8a9b5af7a0a82a2c2c42,1389468825,600,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,546, Sources/Plasma/FeatureLib/pfPython/plPythonFileMod.cpp,532   -   ,0.284313725, a783642515a74793122b8a9b5af7a0a82a2c2c42,1389468825,600,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/plPythonSDLModifier.cpp,106, Sources/Plasma/FeatureLib/pfPython/plPythonSDLModifier.cpp,108   -   ,0.4, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/FeatureLib/pfPython/plPythonSDLModifier.cpp,686, Sources/Plasma/FeatureLib/pfPython/plPythonSDLModifier.cpp,694   -   ,0.301204819, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,183, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,174   -   ,0.540540541, 2382cebd114eb1e380972cdfb8cdf3bb6f188973,1357441695,229,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,185, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,177   -   178   -   ,0.75177305, 2382cebd114eb1e380972cdfb8cdf3bb6f188973 2382cebd114eb1e380972cdfb8cdf3bb6f188973,1357441695,229,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,193, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,187   -   ,0.534653465, 2382cebd114eb1e380972cdfb8cdf3bb6f188973,1357441695,229,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,195, Sources/Plasma/NucleusLib/pnKeyedObject/plKey.cpp,190   -   191   -   ,0.656934307, 2382cebd114eb1e380972cdfb8cdf3bb6f188973 2382cebd114eb1e380972cdfb8cdf3bb6f188973,1357441695,229,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/NucleusLib/pnModifier/plLogicModBase.cpp,277, Sources/Plasma/NucleusLib/pnModifier/plLogicModBase.cpp,282   -   ,0.415841584, 7534b03c5d54d348e1dacd962c1317ec50ad3f6f,1459710313,1413,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAgeDescription/plAgeDescription.cpp,151, Sources/Plasma/PubUtilLib/plAgeDescription/plAgeDescription.cpp,123   -   ,0.387096774, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAgeDescription/plAgeDescription.cpp,153, Sources/Plasma/PubUtilLib/plAgeDescription/plAgeDescription.cpp,125   -   ,0.431372549, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,233, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,230   -   ,0.573333333, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,237, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,231   -   ,0.573333333, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,450, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,442   -   ,0.391304348, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,456, Sources/Plasma/PubUtilLib/plAgeLoader/plAgeLoader.cpp,447   -   ,0.382022472, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAudio/plWin32StreamingSound.cpp,209, Sources/Plasma/PubUtilLib/plAudio/plWin32StreamingSound.cpp,196   -   ,0.377777778, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAudio/plWin32StreamingSound.cpp,361, Sources/Plasma/PubUtilLib/plAudio/plWin32StreamingSound.cpp,347   -   ,0.384615385, 4513e3726a54fa0ef85cbe46d267e026765b2882,1460263289,1419,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAudioCore/plSoundBuffer.cpp,65, Sources/Plasma/PubUtilLib/plAudioCore/plSoundBuffer.cpp,61   -   ,0.586956522, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
H-uru/Plasma, RATS, Sources/Plasma/PubUtilLib/plAudioCore/plSoundBuffer.cpp,341, Sources/Plasma/PubUtilLib/plAudioCore/plSoundBuffer.cpp,322   -   ,0.574468085, 6e564476b77b14d743c63d941c99ae988a892ccc,1358718434,244,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
